id,created_at,published_at,nome,sigla,preco,oscilacao_dia,liquidez,ultimo_rendimento,dy,pl,rentabilidade_mes,descricao,data_construcao_fundo,num_cotas_emitidas,vi_cota,tipo_gestao,publico_alvo,mandato,segmento,prazo_duracao,taxa_adm,yd_1,yd_3,yd_6,yd_12,yd_1_p,yd_3_p,yd_6_p,yd_12_p,num_ativos,num_estados,url
413,2019-07-20 09:38:03.222000,2019-07-20 09:38:03.222000,FDO INV IMOB - FII BTG PACTUAL FUNDO DE CRI,FEXC11,118.65,+0.05,1432,0.84,0.68,150mi,5.49,"


                  O FII BTG Pactual Fundo de CRI tem por objetivo ser referência no mercado quanto ao investimento em Certificados de Recebíveis Imobiliários (CRI), por meio de uma gestão ativa sempre em busca das melhores oportunidades do mercado.
                


",10 de Abril de 2008,275000,99.26,Ativa,Investidores em Geral,Renda,Títulos e Val Mob,Indeterminado,"Taxa de 0,3% do PL ao ano",0.8365,2.6265,4.3065,9.5365,0.71,2.21,3.63,8.04,0,0,https://www.fundsexplorer.com.br/funds/FEXC11
414,2019-07-20 09:38:05.533000,2019-07-20 09:38:05.533000,FDO INV IMOB RIO BRAVO RENDA CORPORATIVA,FFCI11,172.00,+0.12,3018,0.57,0.33,370mi,0.16,"


                  O Fundo de Investimento Imobiliário Rio Bravo Renda Corporativa é constituído sob a forma de condomínio fechado.
                


",23 de Dezembro de 1999,38810000,1.00,Ativa,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,"0,7% a.a. sobre o Valor de Mercado",0.5700,1.5700,3.0700,6.7700,0.33,0.91,1.78,3.94,9,2,https://www.fundsexplorer.com.br/funds/FFCI11
415,2019-07-20 09:38:08.094000,2019-07-20 09:38:08.094000,FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA - FII,FIGS11,62.98,-0.03,12602,0.14,0.20,250mi,1.03,"


                  O Fundo de Investimento Imobiliário General Shopping Ativo e Renda – FII (“Fundo”) é um Fundo de Investimento Imobiliário regido pelo seu Regulamento, pela Instrução CVM nº 472/08 e pelas disposições legais e regulamentares que lhe forem aplicadas. O Fundo é constituído sob a forma de condomínio fechado, não sendo admitido o resgate de suas cotas. Com a oferta primária de suas cotas em 20 de junho de 2013, o Fundo captou R$259.150.000,00. No dia 28 de junho de 2013, conforme sua estratégia de investimento, o Fundo adquiriu uma fração correspondente a 36,5% do Shopping Bonsucesso através da aplicação de R$78.949.500,00 e 36,5% do Parque Shopping Maia através da aplicação de R$167.024.000,00.
                


",04 de Fevereiro de 2013,2591500,100.00,Passiva,Investidores em Geral,Desenvolvimento para Venda,Shoppings,Indeterminado,"0,20% a.a. incidente sobre o PL do Fundo (mínimo mensal de R$ 25.000)",0.1409,1.0896,3.5896,8.5896,0.22,1.73,5.70,13.64,2,1,https://www.fundsexplorer.com.br/funds/FIGS11
416,2019-07-20 09:38:10.211000,2019-07-20 09:38:10.211000,FDO INV IMOB INDUSTRIAL DO BRASIL,FIIB11,524.00,-1.13,1546,2.67,0.58,270mi,3.25,"


                  O empreendimento em que o Fundo vem concentrando seus investimentos, denominado “Perini Business Park”, é um 
condomínio industrial idealizado na forma de galpões industriais com áreas que podem ser locadas em módulos a partir de 509 m² (quinhentos e nove metros quadrados), sendo  que  as  diversas  despesas  incorridas  encontram  uma  base  comum  de  rateio  entre  as 2 empresas instaladas (locatárias). Todos os blocos possuem a mesma concepção de construção e foram edificados com o mesmo propósito de servirem de instalação para empresas do segmento metal-mecânico, prestação de serviços, logística e transportes, indústrias de transformação  de  plásticos,  eletroeletrônicas,  representações  e outras, observadas as características das suas atividades e o grau de emissão de poluentes em seus resíduos, bem como poluição sonora gerada pelas mesmas. O empreendimento é composto de galpões com estrutura pré-fabricada, com pé-direito de 8,50m (oito metros e cinquenta centímetros) e 6,00m (seis metros), fechados com painéis verticais granilhados, e cobertura com calhas de concreto, intercaladas  com  telhas  em  chapas  de  alumínio e placas de policarbonato. Dos imóveis e benfeitorias que  compõem  o  “Perini  Business  Park”,  o  Fundo  de  Investimento  Imobiliário Industrial do Brasil possui, em regime de condomínio, 277.714,50 m² de terreno e 103.490,22 m² de área para locação, O restante das áreas e das benfeitorias pertencem
ao FP. F. Andrômeda Fundo de Investimento Imobiliário e à Perville Construções e Empreendimentos Ltda., registrada na matrícula em regime de condomínio.
                


",29 de Julho de 2011,664516,100.00,Passiva,Investidores em Geral,Híbrido,Híbrido,Indeterminado,N/A,2.6700,7.8700,15.6700,31.7500,0.51,1.50,2.99,6.06,1,1,https://www.fundsexplorer.com.br/funds/FIIB11
417,2019-07-20 09:38:12.887000,2019-07-20 09:38:12.887000,RB CAPITAL RENDA I FDO INV IMOB - FII,FIIP11B,205.80,+0.59,567,1.46,0.74,180mi,-0.73,"


                  Constituído  sob a  forma  de  condomínio  fechado,  regido  pelo  regulamento,  pela  Lei  n.º  8.668,  pela Instrução da Comissão de Valores Mobiliários n.º 472, e pelas disposições legais e regulamentares que lhe forem  aplicáveis,  podendo  dele  participar,  na  qualidade  de cotistas, pessoas  físicas  e  jurídicas, investidores institucionais, residentes e domiciliadas no Brasil ou no exterior, bem como fundos
. 
                


",28 de Março de 2007,100,100.00,Ativa,Investidores em Geral,Renda,Logística,Indeterminado,"R$ 17.426,00 mensais",1.4554,3.6451,9.8002,17.1573,0.71,1.77,4.76,8.34,7,5,https://www.fundsexplorer.com.br/funds/FIIP11B
418,2019-07-20 09:38:19.121000,2019-07-20 09:38:19.121000,FATOR IFIX FDO INV IMOB - FII,FIXX11,87.50,+0.61,519,0.41,0.50,35mi,-4.70,"


                  Condomínio fechado, com prazo de duração indeterminado
Administrador e Gestor: Banco Fator S.A.
Rentabilidade Alvo ao Investidor: Variação índice de fundos imobiliários IFIX
Benchmark (para cálculo de taxa de performance): Variação índice de fundos imobiliários IFIX
Taxa de Administração: 0,4% a.a. sobre o PL do fundo.
Taxa de Performance: 20% sobre a diferença positiva entre a rentabilidade do fundo e o benchmark.
Público Alvo: investidores, qualificados ou não, residentes e domiciliados no Brasil ou no exterior, tanto pessoas físicas quanto pessoas jurídicas e investidores institucionais, interessados em investir nos ativos.
                


",22 de Março de 2013,365972,100.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"0,4% a.a. sobre o patrimônio líquido do Fundo",0.4100,1.2300,2.9300,5.9000,0.47,1.41,3.35,6.74,0,0,https://www.fundsexplorer.com.br/funds/FIXX11
419,2019-07-20 09:38:21.816000,2019-07-20 09:38:21.816000,FDO INV IMOB CONTINENTAL SQUARE FARIA LIMA,FLMA11,3.90,+0.26,66350,0.02,0.43,200mi,2.41,"


FLMA11 – Um
FII De Lajes Corporativas 
FLMA11 é um fundo imobiliário do tipo tijolo. Seus
investimentos são direcionados em propriedades comercias do segmento
escritórios.
Fundos de tijolo como o FLMA11 possuem essa
característica pelo motivo de obterem imóveis físicos, podendo o fundo
rentabilizar através da compra ou construção para gerar aluguéis ou também
ganhar com a venda dos imóveis.
O Continental Square Faria Lima é um fundo de
investimento imobiliário do tipo ANBIMA renda gestão ativa de segmento híbrido.
É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, sendo regido por seu regulamento e pelas disposições legais que
lhe forem aplicáveis.
Características
do fundo FLMA11
O Fundo Imobiliário Continental Square Faria Lima foi
constituído em novembro de 2000 e tem por objetivo a aplicação em investimentos
de natureza imobiliária, para ganho de capital e obtenção de renda, por meio da
aquisição de qualquer ativo alvo.
O FLMA11 tem feito a exploração, mediante
arrendamento e/ou locação, de parte das unidades imobiliárias do empreendimento
CONTINENTAL SQUARE FARIA LIMA, construído sob o regime de incorporação.
Seus recursos serão aplicados sob a gestão da
administradora, segundo uma política de investimentos definida de forma a
proporcionar aos cotistas uma remuneração para o investimento realizado.
O fundo também terá por política básica, realizar
investimentos de longo prazo de natureza imobiliária com o objetivo de auferir
receitas por meio desses ativos.
É administrado pelo BR Capital DTVM S.A., que tem amplos e
gerais poderes para administrar e gerir o fundo.
As cotas do Continental Square
Faria Lima são negociadas com o código (ticker) FLMA11 no mercado de
bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de 2%
do resultado a ser distribuído aos cotistas com mínimo de R$ 5.000,00 mensais.
A política
de distribuição de rendimentos do FLMA11 deve distribuir a seus
cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o regime de
caixa.
O fundo distribuirá rendimentos
aos cotistas, mensalmente. 
A remuneração corresponderá a uma
participação no Resultado Operacional Disponível (Rodi) auferido pelo fundo,
sendo o valor atribuído a cada cota, apurado no último dia útil de cada mês e
pago até o 15º dia útil do mês subsequente.
Define-se como Resultado
Operacional Disponível – Rodi do fundo como sendo a soma das receitas de
qualquer ordem provenientes da exploração econômica dos imóveis objeto do
fundo.
FII Continental Square Faria Lima – FLMA11
As
aplicações realizadas no fundo não contam com garantia do Administrador ou do
Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado
por eventuais depreciações dos ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do FLMA11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",09 de Novembro de 2000,69033500,1.00,Ativa,Investidores em Geral,Renda,Híbrido,Indeterminado,"Remuneração mensal equivalente a 2% do resultado a ser distribuído aos cotistas, assegurado um valor mínimo equivalente a R$ 5.000,00 por mês",0.0154,0.0445,0.0838,0.1670,0.39,1.14,2.15,4.28,1,1,https://www.fundsexplorer.com.br/funds/FLMA11
420,2019-07-20 09:38:24.335000,2019-07-20 09:38:24.335000,FDO INV IMOB - FII FLORIPA SHOPPING,FLRP11,1299.99,+0.39,833,7.41,0.57,75mi,0.79,"


                  O Fundo possui 35,37% do empreendimento ""Florianópolis Shopping Center"", destinado à exploração comercial por meio de locação de suas lojas. O shopping está localizado na Rodovia Virgílio Várzea, nº 587, área 2, no Saco Grande, distrito de Santo Antônio de Lisboa, Município de Florianópolis, Estado de Santa Catarina. O shopping é administrado pela Alliansce Shopping Centers.
                


",03 de Setembro de 2009,48000,1.172.86,Passiva,Investidores em Geral,Renda,Shoppings,Indeterminado,"9,00% ao mês sobre a receita do fundo",7.4063,16.2362,44.6326,85.5178,0.57,1.25,3.43,6.58,1,1,https://www.fundsexplorer.com.br/funds/FLRP11
421,2019-07-20 09:38:27.049000,2019-07-20 09:38:27.049000,FDO INV IMOB MEMORIAL OFFICE,FMOF11,87.45,-0.06,45,0.45,0.53,68mi,0.55,"


                  O  Fundo  de  Investimento  Imobiliário  Memorial  Office,  foi  constituído  em  9  de  dezembro  de  1996 e iniciou  suas  operações  em  7  de  janeiro  de  1997,  sob  a  forma  de  condomínio  fechado,  com  prazo indeterminado de duração e rendo como objetivo captar recursos junto ao público investidor, para Incorporar o Edifício Memorial Office, o qual foi locado para fins comerciais. O Fundo é regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.
                


",09 de Dezembro de 1996,508008,56.38,Passiva,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,N/A,0.4500,0.4500,0.4500,2.7300,0.51,0.51,0.51,3.12,1,1,https://www.fundsexplorer.com.br/funds/FMOF11
422,2019-07-20 09:38:28.965000,2019-07-20 09:38:28.965000,CSHG TOP FOFII 2 FDO INV IMOB - FII,FOFT11,95.40,+0.00,3208,0.85,0.88,120mi,4.21,"


                  O CSHG TOP FOFII2 Fundo de Investimento Imobiliário-FII foi constituído sob a forma de condomínio fechado, regido pelo Regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis, destinado à aplicação em títulos e valores mobiliários ligados a empreendimentos imobiliários, de todos os tipos, conforme definidos na regulamentação vigente.
                


",31 de Janeiro de 2013,119604,1.000.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"0,80% ao ano sobre o patrimônio líquido do Fundo",0.8500,2.1000,3.7100,7.2550,0.89,2.20,3.89,7.60,0,0,https://www.fundsexplorer.com.br/funds/FOFT11
423,2019-07-20 09:38:31.463000,2019-07-20 09:38:31.463000,FDO INV IMOB PROJETO ÁGUA BRANCA,FPAB11,359.99,+0.28,85,1.90,0.53,280mi,4.88,"


                  O Fundo foi constituído em 1º de maio de 1998 e iniciou suas operações em 15 de julho de 1999 sob a forma de condomínio fechado, com prazo indeterminado de duração e tendo como objetivo captar recursos com o público investidor para incorporar os Edifícios New York e Los Angeles, cujas obras foram concluídas em 2001 e estão sendo locados para fins comerciais.
                


",01 de Maio de 1998,750000,100.00,Passiva,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,N/A,1.9000,5.6500,11.0500,28.6000,0.53,1.57,3.07,7.94,1,1,https://www.fundsexplorer.com.br/funds/FPAB11
424,2019-07-20 09:38:33.189000,2019-07-20 09:38:33.189000,FDO INV IMOB PEDRA NEGRA RENDA IMOB,FPNG11,100.00,+49900.00,10,0.88,0.00,65mi,0.00,"


                  Poderão constar do patrimônio do FUNDO (“Ativos Alvo”):
I. prédios e imóveis em geral destinados à atividade comercial, mesmo que em fase de construção;
II. centros comerciais, inclusive shopping centers, lojas, power centers e outlets;
III. salas comerciais;
IV. vagas de garagem;
V. imóveis residenciais;
VI. imóveis em geral, inclusive residenciais, destinado s à ampliação de centros comerciais;
VII. direitos reais sobre imóveis;
VIII. desde que a emissão ou negociação tenha sido objeto de registro ou de autorização pela CVM, ações, debêntures, bônus de subscrição, seus cupons, direitos, recibos de subscrição e certificados de desdobramentos, certificados de depósito de valores mobiliários, cédulas de debêntures, quotas de fundos de investimento, notas promissórias, e quaisquer outros valores mobiliários, desde que se trate de emissores cujas atividades preponderantes sejam permitidas aos fundos de investimento imobiliários;
IX. ações ou quotas de sociedades cujo único propósito se enquadre entre as atividades permitidas aos fundos de investimento imobiliários;
X. quotas de fundos de investimento em participações (FIP) que tenham como política de investimento, exclusivamente, atividades permitidas aos fundos de investimento imobiliários ou de fundos de investimento em ações que sejam setoriais e que invistam exclusivamente em construção civil ou no mercado imobiliário;
XI. certificados de potencial adicional de construção emitidos com base na Instrução CVM nº 401, de 29 de dezembro de 2003, conforme alterada;
XII. quotas de outros fundos de investimento imobiliários;
XIII. certificados de recebíveis imobiliários e quotas de fundos de investimento em direitos creditórios (FIDC) que tenham como política de investimento, exclusivamente, atividades permitidas aos fundos de investimento imobiliários e desde que sua emissão ou negociação tenha sido registrada na CVM;
XIV. letras hipotecárias;
XV. letras de crédito imobiliário;
XVI. a partir de 1º de fevereiro de 2016, nos termos da Instrução CVM nº 571, de 25 de novembro de 2015, letras imobiliárias garantidas;
XVII. observado o disposto no Regulamento, quotas de fundos de renda fixa e/ou títulos de renda fixa, adquiridos com a parcela do patrimônio do FUNDO que não estiver aplicada em imóveis, conforme estabelecido na legislação aplicável em vigor.
                


",24 de Outubro de 2012,1200000,100.00,Ativa,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,N/A,0.8800,0.8800,3.8700,7.9350,0.88,0.88,3.87,7.94,0,0,https://www.fundsexplorer.com.br/funds/FPNG11
425,2019-07-20 09:38:35.639000,2019-07-20 09:38:35.639000,FDO INV IMOB VBI FL 4440 - FII,FVBI11,131.29,-0.24,3201,0.43,0.32,200mi,-0.52,"


                  O FUNDO  DE  INVESTIMENTO  IMOBILIÁRIO  VBI FL  4440 - FII, foi constituído  sob  a  forma  de  condomínio fechado,  é  uma  comunhão  de  recursos,  captados  através  do  sistema  de  distribuição  de  valores mobiliários,   destinados   à   aplicação   em   empreendimentos   imobiliários,   conforme   definidos   na regulamentação  vigente,  com  prazo  de  duração  indeterminado,  regido  pelo  regulamento do  fundo,  e pelas disposições legais e regulamentares que lhe forem aplicáveis.
                


",23 de Setembro de 2010,2150000,100.00,Passiva,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,"0,17% a.a. sobre o patrimônio líquido",0.4256,1.1663,2.4001,4.8200,0.32,0.89,1.83,3.67,1,1,https://www.fundsexplorer.com.br/funds/FVBI11
426,2019-07-20 09:38:37.776000,2019-07-20 09:38:37.776000,FDO INV IMOB VIA PARQUE SHOPPING - FII,FVPQ11,182.99,-1.09,5749,2.10,1.12,520mi,4.63,"


                  O Fundo  de  Investimento  Imobiliário  Via  Parque  Shopping,  é  constituído  sob  a  forma  de condomínio  fechado,  com  prazo  de  duração  indeterminado,  cujo  resgate  de  quotas  não  é  permitido, podendo participar, na qualidade de quotista pessoas físicas ou jurídicas.
                


",06 de Novembro de 1995,2120589,N/A,Passiva,Investidores em Geral,Renda,Shoppings,Indeterminado,"R$ 49.186,74 a.m.,atualizado anualmente pelo IGP-M",2.1034,4.0734,7.3234,14.7434,1.15,2.23,4.00,8.06,1,1,https://www.fundsexplorer.com.br/funds/FVPQ11
427,2019-07-20 09:38:40.336000,2019-07-20 09:38:40.336000,GGR COVEPI RENDA FDO INV IMOB,GGRC11,144.00,+1.05,13654,0.68,0.48,750mi,7.00,"


                  O GGR COVEPI RENDA FII tem como objetivo a realização de investimentos em imóveis comerciais, predominantemente no segmento industrial e logístico.
                


",11 de Novembro de 2016,1413807,100.00,Ativa,Investidores em Geral,Desenvolvimento para Renda,Logística,Indeterminado,"1,10% a.a.",0.6800,2.0700,3.5800,9.4100,0.47,1.44,2.49,6.53,13,8,https://www.fundsexplorer.com.br/funds/GGRC11
428,2019-07-20 09:38:42.658000,2019-07-20 09:38:42.658000,CSHG GR LOUVEIRA FDO DE INV IMOB - FII,GRLV11,117.45,-0.38,1838,1.06,0.93,120mi,1.37,"


                  O CSHG GR Louveira Fundo de Investimento Imobiliário–FII foi constituído sob a forma de condomínio fechado, e é regido pelo Regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis, com prazo de duração indeterminado.
                


",18 de Dezembro de 2012,107353,1.000.00,Passiva,Investidores em Geral,Desenvolvimento para Renda,Logística,Indeterminado,"0,6% ao ano sobre valor de mercado das cotas do Fundo",1.0600,2.3400,3.9900,8.3300,0.90,1.99,3.40,7.09,1,1,https://www.fundsexplorer.com.br/funds/GRLV11
429,2019-07-20 09:38:45.960000,2019-07-20 09:38:45.960000,FDO INV IMOB GREEN TOWERS,GTWR11,101.95,+0.04,6970,0.67,0.65,1.2bi,2.64,"",N/A,12000000,N/A,Ativa,Investidor Qualificado,Renda,Lajes Corporativas,Indeterminado,N/A,0.6667,2.0000,4.0000,8.0000,0.65,1.96,3.92,7.85,0,0,https://www.fundsexplorer.com.br/funds/GTWR11
430,2019-07-20 09:38:49.393000,2019-07-20 09:38:49.393000,FDO INV IMOB - FII HOSPITAL DA CRIANÇA,HCRI11,358.00,+1.41,207,2.57,0.72,53mi,-9.93,"


                  O FUNDO DE INVESTIMENTO IMOBILIÁRIO – FII HOSPITAL DA CRIANÇA, constituído sob a forma de condomínio fechado, é uma comunhão de recursos, captados através do sistema de distribuição de valores mobiliários, destinados à aplicação em empreendimentos imobiliários, conforme definidos na regulamentação vigente,  com  prazo  de  duração  indeterminado,  regido por  seu regulamento,  e  pelas  disposições  legais  e regulamentares que lhe forem aplicáveis.
                


",02 de Outubro de 2000,200000,60.79,Passiva,Investidores em Geral,Renda,Hospital,Indeterminado,"2,00% sobre o rendimento líquido mensal",2.5660,7.4269,15.0466,28.8826,0.72,2.07,4.20,8.07,1,1,https://www.fundsexplorer.com.br/funds/HCRI11
431,2019-07-20 09:38:52.404000,2019-07-20 09:38:52.404000,HEDGE TOP FOFII 3 FDO INV IMOB,HFOF11,103.95,-0.05,42299,1.40,1.30,250mi,5.19,"


HFOF11 – Hedge
Top FOFII 3 
HFOF11 é um fundo imobiliário do
tipo FOF - Fundos de fundos. Seus investimentos tem como base principal a
aquisição de cotas de outros FIIs.
Fundos do modelo HFOF11
tem o objetivo de obter lucro através da aquisição de cotas de outros FIIs.
Logo, o principal objetivo desse investimento é atingir uma grande
diversificação de uma maneira relativamente simples.
Hedge Top FOFII 3 é um
fundo de investimento imobiliário do tipo ANBIMA gestão ativa do segmento de
títulos e valores mobiliários. É constituído sob a forma de condomínio fechado,
com prazo de duração indeterminado, regido pelas disposições legais e
regulamentares que lhe forem aplicáveis.
Características do fundo HFOF11
o Fundo Imobiliário Hedge Top
FOFII 3 foi constituído em maio de 2013 e tem por objeto proporcionar a
seus cotistas a valorização e a rentabilidade de suas cotas no longo prazo,
conforme sua política de investimentos.
Tem como rentabilidade alvo
superar a variação do Índice de Fundos de Investimentos Imobiliários – IFIX.
No entanto, cumpre ressaltar que
o Benchmark acima descrito não representa e nem deve ser considerado, promessa,
garantia, estimativa, projeção ou sugestão de rentabilidade aos cotistas.
O fundo é administrado pela Hedge
Investments DTVM Ltda. 
Já as atividades de gestão serão
exercidas pela Hedge Investments Real State Gestão de Recursos Ltda.
Os recursos do fundo serão
aplicados pela gestora de forma a buscar proporcionar aos cotistas a obtenção
de renda e uma rentabilidade adequada para o investimento realizado.
As cotas do Hedge Top FOFII 3
são negociadas com o código (ticker) HFOF11 no mercado de bolsa da B3 -
Brasil, Bolsa e Balcão.
Sua taxa de administração é de 0,6%
ao ano sobre o valor de mercado do fundo caso o fundo integre o IFIX. (mínimo
R$ 15.000,00 mensais corrigido pelo IGPM).
Possui também uma taxa de performance
de 20% ao ano sobre o que exceder a variação do IFIX.
A política de distribuição de rendimentos
do HFOF11 deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.
Os rendimentos auferidos no
semestre serão distribuídos aos cotistas, mensalmente, sempre no 10º dia útil
do mês subsequente ao do recebimento dos recursos, a título de antecipação dos
rendimentos do semestre a serem distribuídos.
A gestora, observadas as
limitações legais, tem poderes para praticar, em nome do fundo, todos os atos
necessários à gestão da carteira, a fim de fazer cumprir os objetivos
estabelecidos no seu regulamento.
HEDGE TOP FOFII 3 – HFOF11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos ativos
que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do HFOF11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",27 de Fevereiro de 2018,2208467,100.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"0,6% a.a. sobre (i) o patrimônio líquido do Fundo; ou (ii) sobre o valor de mercado do Fundo, caso passe a integrar o IFIX.",1.4000,3.9500,6.6500,9.8900,1.35,3.80,6.40,9.51,0,0,https://www.fundsexplorer.com.br/funds/HFOF11
432,2019-07-20 09:38:54.644000,2019-07-20 09:38:54.644000,CSHG BRASIL SHOPPING - FDO INV IMOB - FII,HGBS11,254.98,-0.21,20667,2.00,0.78,1.5bi,-0.04,"


                  O CSHG Brasil Shopping–Fundo de Investimento Imobiliário–FII é constituído sob a forma de condomínio fechado, regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis, podendo dele participar, na qualidade de cotistas, pessoas físicas e jurídicas, investidores institucionais, residentes e domiciliadas no Brasil ou no exterior, bem como fundos de investimento. O Fundo, com vistas à sua constituição, encerrou a distribuição das 45.000 cotas da primeira emissão em 18 de dezembro de 2006. A segunda emissão, de 15.000 cotas, teve a distribuição encerrada em 21 de março de 2007. A terceira emissão, de 100.000 cotas, teve a distribuição encerrada em 27 de julho de 2009. Já a quarta emissão, de 117.697
cotas, teve a distribuição encerrada em 04 de julho de 2011. A quinta emissão, de 172.303 cotas, encerrou em 11 de junho de 2012.
                


",28 de Dezembro de 2006,45000,1.000.00,Ativa,Investidores em Geral,Renda,Shoppings,Indeterminado,"0,6% ao ano sobre o valor de mercado das cotas",2.0000,4.8000,9.0000,16.4700,0.78,1.88,3.53,6.46,10,4,https://www.fundsexplorer.com.br/funds/HGBS11
433,2019-07-20 09:39:10.954000,2019-07-20 09:39:10.954000,CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII,HGCR11,118.00,-0.42,18004,0.74,0.62,610mi,2.11,"


                  O CSHG Recebíveis Imobiliários–Fundo de Investimento Imobiliário–FII é constituído sob a forma de condomínio fechado, regido pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis, podendo dele participar, na qualidade de cotistas, pessoas físicas e jurídicas, investidores institucionais, residentes e domiciliadas no Brasil ou no exterior, bem como fundos de investimento. O Fundo encerrou a distribuição de 30.000 cotas da primeira emissão em 22 de dezembro de 2009 e a segunda emissão, de 74.709 cotas, em 08 de março de 2010. Em Assembleia Geral realizada em 10 de março de 2010 foi deliberada a oferta pública secundária das 104.709 cotas do Fundo, encerrada em 03 de agosto de 2010.
                


",13 de Janeiro de 2010,30000,1.000.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"0,8% ao ano sobre o valor de mercado",0.7400,2.2200,4.4400,9.2600,0.63,1.88,3.76,7.85,0,0,https://www.fundsexplorer.com.br/funds/HGCR11
434,2019-07-20 09:39:13.134000,2019-07-20 09:39:13.134000,CSHG LOGÍSTICA FDO INV IMOB - FII,HGLG11,154.51,-0.83,23186,0.75,0.50,960mi,-3.56,"


HGLG11 – Um
FII Especialista Em Galpões Logísticos 
HGLG11 é um fundo imobiliário do
tipo tijolo. Seus recursos tem com base investimentos em empreendimentos de
galpões logísticos.
Fundos como o HGLG11 tem o
objetivo de comprar ou construir imóveis para alugar e gerar uma renda mensal.
É um tipo de fundo que busca uma renda constante com potencial de valorização e
reajustes de aluguéis.
O CSHG Logística – FII é
um fundo de investimento imobiliário do tipo ANBIMA renda gestão ativa do
segmento de logística. É constituído sob a forma de condomínio fechado, regido
pelo seu regulamento e pelas disposições legais e regulamentares que lhe forem
aplicáveis, com prazo de duração indeterminado.
Características do fundo HGLG11
O Fundo Imobiliário CSHG
Logística foi constituído em março de 2010 e tem por objeto a exploração de
empreendimentos imobiliários voltados primordialmente para operações logísticas
e industriais.
Seus ativos serão compostos por
meio da aquisição de terrenos para sua construção ou aquisição de imóveis em
construção ou prontos, para posterior alienação, locação ou arrendamento.
Além disso,  o HGLG11
poderá participar de operações de securitização, gerando recebíveis que possam
ser utilizados como lastro em operações desta natureza.
Podem participar do fundo, na
qualidade de cotistas, pessoas físicas e jurídicas, investidores
institucionais, residentes e domiciliadas no Brasil ou no exterior, bem como
fundos de investimento.
O fundo é administrado pela
CREDIT SUISSE HEDGING GRIFFO CORRETORA DE VALORES S.A.
As cotas do CSHG Logística –
FII são negociadas com o código (ticker) HGLG11 no mercado de bolsa
da B3 - Brasil, Bolsa e Balcão.
Sua taxa
de administração é de 0,6% ao ano sobre valor de mercado de negociação em
bolsa do fundo. Gestão, custódia e escrituração estão inclusas na taxa de
administração.
A política
de distribuição de rendimentos do HGLG11 deve distribuir a seus
cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o regime de
caixa.
Os rendimentos auferidos no
semestre poderão ser distribuídos aos cotistas, mensalmente, sempre no 10º dia
útil do mês subsequente ao do recebimento dos recursos.
CSHG Logística – FII – HGLG11
As
aplicações realizadas no fundo não contam com garantia do Administrador ou do
Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado
por eventuais depreciações dos ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do HGLG11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",08 de Junho de 2010,7881340,1.000.00,Ativa,Investidores em Geral,Renda,Logística,Indeterminado,"0,6% ao ano sobre valor de mercado de negociação em bolsa do Fundo",0.7500,2.2500,4.5000,9.0000,0.49,1.46,2.91,5.82,12,4,https://www.fundsexplorer.com.br/funds/HGLG11
